Language_ID,Text_ID,Sentence_Number,ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Comment,OTC_ID,LGR_Conformance,Abbreviations
jama1261,02_Bahi_Siko,255,jama1261a-02_Bahi_Siko-a255,"Bani me tamaramone ati ne bani fara me toha nineke, fara e wini nima.",bani	me	tama-ra-hamone	ati	ne	bani	fara	me	to-ha	na-ne-ke	fara	ee	wini	ni-ma,animal(M)	3PL.S	be_many-NEG-REP.F	say	AUX.M	animal(M)	same.F	3PL.S	CH-be.LIST	AUX-CONT.F-DECL.F	same.F	1IN.S	live.NFIN	AUX.NOM-like,"""She is saying there isn't much game, but the game there are the same as where we live.""",,jama1261a,WORD_ALIGNED,"{""PL"": ""plural"", ""NEG"": ""negative"", ""REP"": ""reported"", ""AUX"": ""auxiliary"", ""CH"": ""change of state"", ""LIST"": ""list construction"", ""CONT"": ""continuative"", ""DECL"": ""declarative"", ""IN"": ""inclusive"", ""NFIN"": ""non-finite"", ""NOM"": ""nominative""}"
jama1261,02_Bahi_Siko,256,jama1261a-02_Bahi_Siko-a256,"Me yana tona me yana tonabone me, amo nama me amo nama me, Hiba okoso ka, okoso ka bani meba me fora omatibe.",me	yana	to-na	me	yana	to-na-habone	me	amo	na-ma	me	amo	na-ma	me	hiba	okoso	ka	okoso	ka	bani	me-ba	me	fora	o--mata-be,3PL.S	start	CH-AUX.F	3PL.S	start	CH-AUX-INT.F	3PL.S	sleep	AUX-back.F	3PL.S	sleep	AUX-back.F	3PL.S	wait	my_mother-in-law(F)	POSS	my_mother-in-law(F)	POSS	animal(M)	3PL-FUT	3PL.O	shoot_with_blowgun	1SG.S--short_time-IMMED.F,"They were ready to leave. When they were about ready to leave, they slept there some more. ""Wait, I will kill some game for my mother-in-law with my blowgun.""",,jama1261a,WORD_ALIGNED,"{""PL"": ""plural"", ""CH"": ""change of state"", ""AUX"": ""auxiliary"", ""INT"": ""intentive"", ""POSS"": ""possessor/possessor marker"", ""FUT"": ""future"", ""SG"": ""singular"", ""IMMED"": ""immediate""}"
jama1261,02_Bahi_Siko,257,jama1261a-02_Bahi_Siko-a257,"Bani me fora oni ya bani me okoso tabasi hinaba, oka koko me tabasi hinaba mati.",bani	me	fora	o-ni	ya	bani	me	okoso	tabasi	hi-na-haba	o-ka	koko	me	tabasi	hi-na-haba	mati,animal(M)	3PL.O	shoot_with_blowgun	1SG.S-AUX.NOM.F	ADJU	animal(M)	3PL.O	my_mother-in-law(F)	roast_on_rack	OC-AUX-FUT.F	1SG.POSS-POSS	father-in-law(M)	3PL.O	roast_on_rack	OC-AUX-FUT.F	3PL.O,"""When I kill game with my blowgun, my mother-in-law and father-in-law will roast them on a grill.""",,jama1261a,WORD_ALIGNED,"{""PL"": ""plural"", ""SG"": ""singular"", ""AUX"": ""auxiliary"", ""NOM"": ""nominative"", ""ADJU"": ""adjunct"", ""OC"": ""O-construction marker"", ""FUT"": ""future"", ""POSS"": ""possessor/possessor marker""}"
jama1261,02_Bahi_Siko,258,jama1261a-02_Bahi_Siko-a258,Okoto tiwakamarawibamakoni tiwati ama?,okoto	ti-ka-ka-ma-rawa-ba-makoni	ti-ati	ama,my_daughter(F)	2SG.S-COMIT-go-back-FPL-FUT-for_this_reason.F	2SG.POSS-voice	be,"""Are you intending to take my daughters away?""",,jama1261a,WORD_ALIGNED,"{""SG"": ""singular"", ""COMIT"": ""comitative"", ""FPL"": ""feminine and plural"", ""FUT"": ""future"", ""POSS"": ""possessor/possessor marker""}"
jama1261,02_Bahi_Siko,259,jama1261a-02_Bahi_Siko-a259,Yama yofinara awine?,yama	yofina-ra	awine,place(F)	cause_fear-NEG.F	seem.F,"""Isn't it scary there?""",,jama1261a,WORD_ALIGNED,"{""NEG"": ""negative""}"
jama1261,02_Bahi_Siko,260,jama1261a-02_Bahi_Siko-a260,Koko yama yofinakere.,koko	yama	yofina-ke-re,father-in-law(M)	place(F)	cause_fear-DECL.F-NEG.F,"""Father-in-law, it's not scary.""",,jama1261a,WORD_ALIGNED,"{""DECL"": ""declarative"", ""NEG"": ""negative""}"
jama1261,02_Bahi_Siko,261,jama1261a-02_Bahi_Siko-a261,Fara yama nima yama na ya e naoneke.,fara	yama	ni-ma	yama	na	ya	ee	naho-ne-ke,same.F	place(F)	AUX.NOM-like	place(F)	AUX.F	ADJU	1IN.S	stay-CONT.F-DECL.F,"""It's the same as the place where we are.""",,jama1261a,WORD_ALIGNED,"{""AUX"": ""auxiliary"", ""NOM"": ""nominative"", ""ADJU"": ""adjunct"", ""IN"": ""inclusive"", ""CONT"": ""continuative"", ""DECL"": ""declarative""}"
jama1261,02_Bahi_Siko,262,jama1261a-02_Bahi_Siko-a262,Yama fara tohineni.,yama	fara	to-ha-ne-ni,place(F)	same.F	CH-be-CONT.F-BKG.F,"""The places are the same.""",,jama1261a,WORD_ALIGNED,"{""CH"": ""change of state"", ""CONT"": ""continuative"", ""BKG"": ""backgrounding""}"
jama1261,02_Bahi_Siko,263,jama1261a-02_Bahi_Siko-a263,Fara yama tohineni.,fara	yama	to-ha-ne-ni,same.F	place(F)	CH-be-CONT.F-BKG.F,"""The places are the same.""",,jama1261a,WORD_ALIGNED,"{""CH"": ""change of state"", ""CONT"": ""continuative"", ""BKG"": ""backgrounding""}"
jama1261,02_Bahi_Siko,264,jama1261a-02_Bahi_Siko-a264,Fara yama toaha ya e winineke haro.,fara	yama	to-haha	ya	ee	wina-ne-ke	haaro,same.F	place(F)	CH-be.F	ADJU	1IN.S	live-CONT.F-DECL.F	that_one.F,"""It's the same as the place we're living.""",,jama1261a,WORD_ALIGNED,"{""CH"": ""change of state"", ""ADJU"": ""adjunct"", ""IN"": ""inclusive"", ""CONT"": ""continuative"", ""DECL"": ""declarative""}"
jama1261,02_Bahi_Siko,265,jama1261a-02_Bahi_Siko-a265,"E yana tona e tokomaro, e tokomaro e kobo tonamaro e, tokoma e tokoma e kobo naba ereke.",ee	yana	to-na	ee	to-ka-ma-haaro	ee	to-ka-ma-haaro	ee	kobo	to-na-ma-haaro	ee	to-ka-ma	ee	to-ka-ma	ee	kobo	na-haba	ere-ke,1IN.S	start	CH-AUX.F	1IN.S	away-go-back-PFUT.F	1IN.S	away-go-back-PFUT.F	1IN.S	arrive	away-AUX-back-PFUT.F	1IN.S	away-go-back.F	1IN.S	away-go-back.F	1IN.S	arrive	AUX-FUT.F	1IN.S-DECL.F,"""When we are ready to leave, and we go, and we arrive somewhere, we will go and go and will arrive.""",,jama1261a,WORD_ALIGNED,"{""IN"": ""inclusive"", ""CH"": ""change of state"", ""AUX"": ""auxiliary"", ""PFUT"": ""past in future"", ""FUT"": ""future"", ""DECL"": ""declarative""}"
jama1261,02_Bahi_Siko,266,jama1261a-02_Bahi_Siko-a266,E bosa ni ya yama yaboraba awineke.,ee	bosa	ni	ya	yama	yabo-ra-haba	awine-ke,1IN.S	get_up_early	AUX.NOM.F	ADJU	thing(F)	be_far-NEG-FUT.F	seem.F-DECL.F,"""If we get up early, it won't be far.""",,jama1261a,WORD_ALIGNED,"{""IN"": ""inclusive"", ""AUX"": ""auxiliary"", ""NOM"": ""nominative"", ""ADJU"": ""adjunct"", ""NEG"": ""negative"", ""FUT"": ""future"", ""DECL"": ""declarative""}"
jama1261,02_Bahi_Siko,267,jama1261a-02_Bahi_Siko-a267,"Ai okoma amo onamiro ka oko yobe ware, e amo naro e bosa naro e tokomaro e tokomaro e kobo naba ereke, ati nematamonaka.",ahi	o-ka-ma	amo	o-na-mi-ro	ka	o-ka	yobe	waa-re	ee	amo	na-haaro	ee	bosa	na-haaro	ee	to-ka-ma-haaro	ee	to-ka-ma-haaro	ee	kobo	na-haba	ere-ke	ati	na-himata-mona-ka,then	1SG.S-go-back.F	sleep	1SG.S-AUX-back.NOM.F-RP.E.F	which	1SG.POSS-POSS	house(M)	stand-raised_surface	1IN.S	sleep	AUX-PFUT.F	1IN.S	get_up_early	AUX-PFUT.F	1IN.S	away-go-back-PFUT.F	1IN.S	away-go-back-PFUT.F	1IN.S	arrive	AUX-FUT.F	1IN.S-DECL.F	say	AUX-FP.N.M-REP.M-DECL.M,"""When we have slept in the house I slept in when I went before, when we have gotten up early and gone and gone, we will arrive,"" he said.",,jama1261a,WORD_ALIGNED,"{""SG"": ""singular"", ""AUX"": ""auxiliary"", ""NOM"": ""nominative"", ""RP"": ""recent past"", ""POSS"": ""possessor/possessor marker"", ""IN"": ""inclusive"", ""PFUT"": ""past in future"", ""FUT"": ""future"", ""DECL"": ""declarative"", ""FP"": ""far past"", ""REP"": ""reported""}"
jama1261,02_Bahi_Siko,268,jama1261a-02_Bahi_Siko-a268,Bahi ati kakasiro raba re.,Bahi	ati	ka-kasiro	raba	re,Bahi(M)	voice	DU.P-persist	a_bit	NEG.M,"""Bahi really talks.""",,jama1261a,WORD_ALIGNED,"{""DU"": ""dual"", ""NEG"": ""negative""}"
jama1261,02_Bahi_Siko,269,jama1261a-02_Bahi_Siko-a269,"Kokori, kokori ati mite ati fawa ne, Ee koko oko, oko yibote owakamarawaboneke.",kokori	kokori	ati	mite	ati	fawa	ne	ee	koko	o-ka	o-ka	yibote	o-ka-ka-ma-rawa-habone-ke,3SG.POSS.father-in-law(M)	3SG.POSS.father-in-law(M)	voice	hear.M	voice	stop	AUX.M	yes	father-in-law(M)	1SG.POSS-POSS	1SG.POSS-POSS	wife(F)	1SG.S-COMIT-go-back-FPL-INT.F-DECL.F,"He listened to his father-in-law, and his father-in-law stopped speaking. ""Yes, Father-in-law, I'm going to take my wives there.""",,jama1261a,WORD_ALIGNED,"{""SG"": ""singular"", ""POSS"": ""possessor/possessor marker"", ""AUX"": ""auxiliary"", ""COMIT"": ""comitative"", ""FPL"": ""feminine and plural"", ""INT"": ""intentive"", ""DECL"": ""declarative""}"
jama1261,02_Bahi_Siko,270,jama1261a-02_Bahi_Siko-a270,Tiwa tiwa owamabana oke tasa.,tiwa	tiwa	o-awa-ma-habana	o-ke	tasa,2SG.O	2SG.O	1SG.S-see-back-FUT.F	1SG.S-DECL.F	again,"""I will come back and see you again.""",,jama1261a,WORD_ALIGNED,"{""SG"": ""singular"", ""FUT"": ""future"", ""DECL"": ""declarative""}"
jama1261,02_Bahi_Siko,271,jama1261a-02_Bahi_Siko-a271,"Okoto tiwakamarawa, otaboro amara.",okoto	ti-ka-ka-ma-rawa	o-taboro	ama-ra,my_daughter(F)	2SG.S-COMIT-go-back-FPL.F	1SG.POSS-place	be-NEG.F,"""If you take my daughters to a place that is not my village....""",,jama1261a,WORD_ALIGNED,"{""SG"": ""singular"", ""COMIT"": ""comitative"", ""FPL"": ""feminine and plural"", ""POSS"": ""possessor/possessor marker"", ""NEG"": ""negative""}"
jama1261,02_Bahi_Siko,272,jama1261a-02_Bahi_Siko-a272,Otaborobisa amake.,o-taboro-bisa	ama-ke,1SG.POSS-place-also	be-DECL.F,"""It's my village.""",,jama1261a,WORD_ALIGNED,"{""SG"": ""singular"", ""POSS"": ""possessor/possessor marker"", ""DECL"": ""declarative""}"
jama1261,02_Bahi_Siko,273,jama1261a-02_Bahi_Siko-a273,"Otaborobisamakoni, oko yibote onakamarawine oke ahi.",o-taboro-bisa-makoni	o-ka	yibote	o-na-ka-ma-rawa-ne	o-ke	ahi,1SG.POSS-place-also-for_this_reason.F	1SG.POSS-POSS	wife(F)	1SG.S-CAUS-come-back-FPL-CONT.F	1SG.S-DECL.F	here,"""Because it is my village there, I have come here to get my wives.""",,jama1261a,WORD_ALIGNED,"{""SG"": ""singular"", ""POSS"": ""possessor/possessor marker"", ""CAUS"": ""causative"", ""FPL"": ""feminine and plural"", ""CONT"": ""continuative"", ""DECL"": ""declarative""}"
jama1261,02_Bahi_Siko,274,jama1261a-02_Bahi_Siko-a274,"Okobi okobi okomi, me tabori amake.",okobi	okobi	okomi	me	tabori	ama-ke,my_father(M)	my_father(M)	my_mother(F)	3PL.POSS	place.F	be-DECL.F,"""It is my father and mother's village.""",,jama1261a,WORD_ALIGNED,"{""PL"": ""plural"", ""POSS"": ""possessor/possessor marker"", ""DECL"": ""declarative""}"
jama1261,02_Bahi_Siko,275,jama1261a-02_Bahi_Siko-a275,Faya mera towakamematamona fahi.,faya	mera	to-ka-ka-ma-himata-mona	fahi,so	3PL.O	away-COMIT-go-back-FP.N.M-REP.M	then,So he took them away.,,jama1261a,WORD_ALIGNED,"{""PL"": ""plural"", ""COMIT"": ""comitative"", ""FP"": ""far past"", ""REP"": ""reported""}"
jama1261,02_Bahi_Siko,276,jama1261a-02_Bahi_Siko-a276,Me hiwakama Hine me hiwakami na.,me	hi-ka-ka-ma	hine	me	hi-ka-ka-mi	na,3PL.O	OC-COMIT-go-back.F	only	3PL.O	OC-COMIT-go-back.NOM.F	AUX,"He took them away. ""Let him take them away.""",,jama1261a,WORD_ALIGNED,"{""PL"": ""plural"", ""OC"": ""O-construction marker"", ""COMIT"": ""comitative"", ""NOM"": ""nominative"", ""AUX"": ""auxiliary""}"
jama1261,02_Bahi_Siko,277,jama1261a-02_Bahi_Siko-a277,Me ka aki me hiwabone mera towakamane.,me	ka	aki	me	hi-awa-habone	mera	to-ka-ka-ma-ne,3PL	POSS	grandmother(F)	3PL.O	OC-see-INT.F	3PL.O	away-COMIT-go-back.CONT.M-BKG.M,"""He is taking them so their grandmother can see them.""",,jama1261a,WORD_ALIGNED,"{""PL"": ""plural"", ""POSS"": ""possessor/possessor marker"", ""OC"": ""O-construction marker"", ""INT"": ""intentive"", ""COMIT"": ""comitative"", ""CONT"": ""continuative"", ""BKG"": ""backgrounding""}"
jama1261,02_Bahi_Siko,278,jama1261a-02_Bahi_Siko-a278,Me ahabaraba me awineni.,me	ahaba-ra-haba	me	awine-ni,3PL.S	die-NEG-FUT.F	3PL.S	seem.F-BKG.F,"""They won't die.""",,jama1261a,WORD_ALIGNED,"{""PL"": ""plural"", ""NEG"": ""negative"", ""FUT"": ""future"", ""BKG"": ""backgrounding""}"
jama1261,02_Bahi_Siko,279,jama1261a-02_Bahi_Siko-a279,"Ota kami ya ota kama ota kamari ya ota kamarihi, oko yibote yama awarawi ya yama nofarawa, narawaba amake.",otaa	ka-mi	ya	otaa	ka-ma	otaa	ka-ma-ri	ya	otaa	ka-ma-rihi	o-ka	yibote	yama	awa-rawi	ya	yama	nofa-rawa	na-rawa-haba	ama-ke,1EX.S	come-back.NOM.F	ADJU	1EX.S	come-back.LIST	1EX.S	come-back-NEG.NOM.F	ADJU	1EX.S	come-back-NEG.LIST	1SG.POSS-POSS	wife(F)	place(F)	see-FPL.NOM.F	ADJU	place(F)	like-FPL.LIST	AUX-FPL-FUT.F	SEC-DECL.F,"""I don't know if we will come back soon or not. I don't know if my wives will like the place when they see it.""",,jama1261a,WORD_ALIGNED,"{""EX"": ""exclusive"", ""NOM"": ""nominative"", ""ADJU"": ""adjunct"", ""LIST"": ""list construction"", ""NEG"": ""negative"", ""SG"": ""singular"", ""POSS"": ""possessor/possessor marker"", ""FPL"": ""feminine and plural"", ""AUX"": ""auxiliary"", ""FUT"": ""future"", ""SEC"": ""secondary verb"", ""DECL"": ""declarative""}"
jama1261,02_Bahi_Siko,280,jama1261a-02_Bahi_Siko-a280,"Faya me, faya me, tokoma me tokoma me amo tonama me tokomamina me, wabori aate nebona wabori aate nebona wabori, Okasima titihaba, titihaba tinahani.",faya	me	faya	me	to-ka-ma	me	to-ka-ma	me	amo	to-na-ma	me	to-ka-ma-mina	me	wabori	a-ate	na-hibona	wabori	a-ate	na-hibona	wabori	okasima	ti-iti-haba	ti-iti-haba	ti-na-hani,so	3PL	so	3PL.S	away-go-back.F	3PL.S	away-go-back.F	3PL.S	sleep	away-AUX-back.F	3PL.S	away-go-back-morning.F	3PL.S	3SG.POSS.brother-in-law(M)	DU.P-ask	AUX-INT.M	3SG.POSS.brother-in-law(M)	DU.P-ask	AUX-INT.M	3SG.POSS.brother-in-law(M)	my_younger_sister(F)	2SG.S-marry-FUT.F	2SG.S-marry-FUT.F	2SG.S-say-IP.N.F,"So they went. They slept on the way, and went on again in the morning. He wanted to ask his brother-in-law. ""You said you wanted to marry my younger sister.""","Non-eyewitness tense is used in the verb tinahani not because Bahi wasn't present when the man made his request, but because he didn't know he was going to make this request. This is a mirative use of tense (Dixon 2004:205f).",jama1261a,WORD_ALIGNED,"{""PL"": ""plural"", ""AUX"": ""auxiliary"", ""SG"": ""singular"", ""POSS"": ""possessor/possessor marker"", ""DU"": ""dual"", ""INT"": ""intentive"", ""FUT"": ""future"", ""IP"": ""immediate past""}"
jama1261,02_Bahi_Siko,281,jama1261a-02_Bahi_Siko-a281,"Okasima manakonerawa ta tinahabone ona, aya sawibisabana ahi.",okasima	manakone-rawa	taa	ti-na-habone	o-na	aya	sawi-bisa-habana	ahi,my_younger_sister(F)	price-FPL	give	2SG.S-AUX-INT.F	1SG.S-say.F	this	be_present-also-FUT.F	here,"""I want you to pay for my sisters to live here.""",,jama1261a,WORD_ALIGNED,"{""FPL"": ""feminine and plural"", ""SG"": ""singular"", ""AUX"": ""auxiliary"", ""INT"": ""intentive"", ""FUT"": ""future""}"
jama1261,02_Bahi_Siko,282,jama1261a-02_Bahi_Siko-a282,Aa sawirima nahi.,aa	sawi-rima	na-hi,no	be_present-NEG.IMP.F	AUX-IMP.F,"""No, I don't want her to live over there.""",,jama1261a,WORD_ALIGNED,"{""NEG"": ""negative"", ""IMP"": ""imperative"", ""AUX"": ""auxiliary""}"
jama1261,02_Bahi_Siko,283,jama1261a-02_Bahi_Siko-a283,Fara otaboro ya sawihabanake.,fara	o-taboro	ya	sawi-habana-ke,same.F	1SG.POSS-place	ADJU	be_present-FUT.F-DECL.F,"""I want her to live in my village.""",,jama1261a,WORD_ALIGNED,"{""SG"": ""singular"", ""POSS"": ""possessor/possessor marker"", ""ADJU"": ""adjunct"", ""FUT"": ""future"", ""DECL"": ""declarative""}"
jama1261,02_Bahi_Siko,284,jama1261a-02_Bahi_Siko-a284,Fara otaboro fara otaboro ya tisawibeya.,fara	o-taboro	fara	o-taboro	ya	ti-sawi-be-ya,same.F	1SG.POSS-place	same.F	1SG.POSS-place	ADJU	2SG.S-be_present-IMMED.F-now,"""You live in my village.""",,jama1261a,WORD_ALIGNED,"{""SG"": ""singular"", ""POSS"": ""possessor/possessor marker"", ""ADJU"": ""adjunct"", ""IMMED"": ""immediate""}"
jama1261,02_Bahi_Siko,285,jama1261a-02_Bahi_Siko-a285,Yama yofina awineke.,yama	yofina	awine-ke,place(F)	cause_fear.F	seem.F-DECL.F,"""It's scary.""",,jama1261a,WORD_ALIGNED,"{""DECL"": ""declarative""}"
jama1261,02_Bahi_Siko,286,jama1261a-02_Bahi_Siko-a286,Yama yofinakere.,yama	yofina-ke-re,place(F)	cause_fear-DECL.F-NEG.F,"""It's not scary.""",,jama1261a,WORD_ALIGNED,"{""DECL"": ""declarative"", ""NEG"": ""negative""}"
jama1261,02_Bahi_Siko,287,jama1261a-02_Bahi_Siko-a287,Owati timita fara yama ama haro e yayaka haro.,o-ati	ti-mita	fara	yama	ama	haaro	ee	ya-yaka	haaro,1SG.POSS-voice	2SG.S-hear.F	same.F	forest(F)	be	that_one.F	1IN.POSS	DU.P-walk	that_one.F,"""You heard me, it's the same forest, for walking.""",,jama1261a,WORD_ALIGNED,"{""SG"": ""singular"", ""POSS"": ""possessor/possessor marker"", ""IN"": ""inclusive"", ""DU"": ""dual""}"
jama1261,02_Bahi_Siko,288,jama1261a-02_Bahi_Siko-a288,Fara hawi tohineke haro.,fara	hawi	to-ha-ne-ke	haaro,same.F	trail(F)	CH-be-CONT.F-DECL.F	that_one.F,"""It's the same trails.""",,jama1261a,WORD_ALIGNED,"{""CH"": ""change of state"", ""CONT"": ""continuative"", ""DECL"": ""declarative""}"
jama1261,02_Bahi_Siko,289,jama1261a-02_Bahi_Siko-a289,Yama tonokomisamone tina amani.,yama	to-noko-misa-hamone	ti-na	ama-ni,thing(F)	away-point-up-REP.F	2SG.S-say.F	SEC-BKG.F,"""You said the trail goes up.""",,jama1261a,WORD_ALIGNED,"{""REP"": ""reported"", ""SG"": ""singular"", ""SEC"": ""secondary verb"", ""BKG"": ""backgrounding""}"
jama1261,02_Bahi_Siko,290,jama1261a-02_Bahi_Siko-a290,Yama tonokomisakere.,yama	to-noko-misa-ke-re,thing(F)	away-point-up-DECL.F-NEG.F,"""It doesn't go up.""",,jama1261a,WORD_ALIGNED,"{""DECL"": ""declarative"", ""NEG"": ""negative""}"
jama1261,02_Bahi_Siko,291,jama1261a-02_Bahi_Siko-a291,Yama yaka ni amosa aware awane.,yama	yaka	ni	amosa	awa-re	awa-ne,thing(F)	walk	AUX.NFIN	be_good.F	be_seen-NEG.M	seem.M-BKG.M,"""It's good to walk there.""",,jama1261a,WORD_ALIGNED,"{""AUX"": ""auxiliary"", ""NFIN"": ""non-finite"", ""NEG"": ""negative"", ""BKG"": ""backgrounding""}"
jama1261,02_Bahi_Siko,292,jama1261a-02_Bahi_Siko-a292,"Tokoma tokoma tokoma, aya awa wawata na awineke ahi, totokomisama karo.",to-ka-ma	to-ka-ma	to-ka-ma	aya	awa	wa-wata	na	awine-ke	ahi	to-to-ka-misa-ma	karo,away-go-back.F	away-go-back.F	away-go-back.F	this	tree(F)	DU.P-stand	AUX.F	seem.F-DECL.F	there	DU.P-away-go-up-back	which,"""The trees are not high, they are like steps.""",,jama1261a,WORD_ALIGNED,"{""DU"": ""dual"", ""AUX"": ""auxiliary"", ""DECL"": ""declarative""}"
jama1261,02_Bahi_Siko,293,jama1261a-02_Bahi_Siko-a293,Awa nemeha towatamisineni.,awa	nemeha	to-wata-misa-ne-ni,tree(F)	be_high.F	away-stand-up-CONT.F-BKG.F,"""There are tall trees.""",,jama1261a,WORD_ALIGNED,"{""CONT"": ""continuative"", ""BKG"": ""backgrounding""}"
jama1261,02_Bahi_Siko,294,jama1261a-02_Bahi_Siko-a294,Fara toha awineke.,fara	to-ha	awine-ke,same.F	CH-be.F	seem.F-DECL.F,"""It's the same.""",,jama1261a,WORD_ALIGNED,"{""CH"": ""change of state"", ""DECL"": ""declarative""}"
jama1261,02_Bahi_Siko,295,jama1261a-02_Bahi_Siko-a295,Fara toha awineke.,fara	to-ha	awine-ke,same.F	CH-be.F	seem.F-DECL.F,"""It's the same.""",,jama1261a,WORD_ALIGNED,"{""CH"": ""change of state"", ""DECL"": ""declarative""}"
jama1261,02_Bahi_Siko,296,jama1261a-02_Bahi_Siko-a296,Wete onisamibe.,wete	o-na-risa-ma-be,return	1SG.S-AUX-down-back-IMMED.F,"""I will slide back down.""",,jama1261a,WORD_ALIGNED,"{""SG"": ""singular"", ""AUX"": ""auxiliary"", ""IMMED"": ""immediate""}"
jama1261,02_Bahi_Siko,297,jama1261a-02_Bahi_Siko-a297,Wete nisame.,wete	na-risa-me,return	AUX-down-back.M,"""He slides back down.""",,jama1261a,WORD_ALIGNED,"{""AUX"": ""auxiliary""}"
jama1261,02_Bahi_Siko,298,jama1261a-02_Bahi_Siko-a298,Inamatewe tohe tere ne awane.,inamatewe	to-he	tere	ne	awa-ne,child(M)	CH-be.M	crawl	AUX.M	seem.M-BKG.M,"""He crawls because he is a baby.""",,jama1261a,WORD_ALIGNED,"{""CH"": ""change of state"", ""AUX"": ""auxiliary"", ""BKG"": ""backgrounding""}"
jama1261,02_Bahi_Siko,299,jama1261a-02_Bahi_Siko-a299,E tere naba watakere.,ee	tere	na-haba	wata-ke-re,1IN.S	crawl	AUX-FUT.F	exist-DECL.F-NEG.F,"""People don't crawl.""",,jama1261a,WORD_ALIGNED,"{""IN"": ""inclusive"", ""AUX"": ""auxiliary"", ""FUT"": ""future"", ""DECL"": ""declarative"", ""NEG"": ""negative""}"
jama1261,02_Bahi_Siko,300,jama1261a-02_Bahi_Siko-a300,"Faya, me, tokoma me tokomemetemoneke.",faya	me	to-ka-ma	me	to-ka-ma-hemete-mone-ke,so	3PL.S	away-go-back.F	3PL.S	away-go-back-FP.N.F-REP.F-DECL.F,They went.,,jama1261a,WORD_ALIGNED,"{""PL"": ""plural"", ""FP"": ""far past"", ""REP"": ""reported"", ""DECL"": ""declarative""}"
jama1261,02_Bahi_Siko,301,jama1261a-02_Bahi_Siko-a301,"Wabori hinasawimake tokomake, tokomake tokomake me tokoma me tokoma me, tokoma me, kobo nemetemoneke bahi fawa nise ya.",wabori	hi-na-sawi-make	to-ka-make	to-ka-make	to-ka-make	me	to-ka-ma	me	to-ka-ma	me	to-ka-ma	me	kobo	na-hemete-mone-ke	bahi	fawa	na-rise	ya,3SG.POSS.brother-in-law(M)	OC-CAUS-be_present-following	away-go-following	away-go-following	away-go-following	3PL.S	away-go-back.F	3PL.S	away-go-back.F	3PL.S	away-go-back.F	3PL.S	arrive	AUX-FP.N.F-REP.F-DECL.F	sun(M)	disappear	AUX-down.NOM.M	ADJU,"His brother-in-law made him go along. They went and went, and arrived at sundown.",,jama1261a,WORD_ALIGNED,"{""SG"": ""singular"", ""POSS"": ""possessor/possessor marker"", ""OC"": ""O-construction marker"", ""CAUS"": ""causative"", ""PL"": ""plural"", ""AUX"": ""auxiliary"", ""FP"": ""far past"", ""REP"": ""reported"", ""DECL"": ""declarative"", ""NOM"": ""nominative"", ""ADJU"": ""adjunct""}"
jama1261,02_Bahi_Siko,302,jama1261a-02_Bahi_Siko-a302,"Bahi owa, Bahi owa tohawe kamaki, bahi toke ya me kobo na me, me kobo nemetemoneke.",Bahi	owa	Bahi	owa	to-ha-wee	ka-maki	bahi	to-ke	ya	me	kobo	na	me	me	kobo	na-hemete-mone-ke,Bahi(M)	brother-in-law(M)	Bahi(M)	brother-in-law(M)	CH-be-change.M	come-following.M	sun(M)	away-go.NOM.M	ADJU	3PL.S	arrive	AUX.F	3PL.S	3PL.S	arrive	AUX-FP.N.F-REP.F-DECL.F,He had become Bahi's brother-in-law. He came. They arrived at sundown.,,jama1261a,WORD_ALIGNED,"{""CH"": ""change of state"", ""NOM"": ""nominative"", ""ADJU"": ""adjunct"", ""PL"": ""plural"", ""AUX"": ""auxiliary"", ""FP"": ""far past"", ""REP"": ""reported"", ""DECL"": ""declarative""}"
jama1261,02_Bahi_Siko,303,jama1261a-02_Bahi_Siko-a303,"Me kobo na me, amo na me, faya hinakasima haha ne Asima, asima.",me	kobo	na	me	amo	na	me	faya	hinakasima	ha-haa	ne	asima	asima,3PL.S	arrive	AUX.F	3PL.S	sleep	AUX.F	3PL.S	so	3SG.POSS.younger_sister(F)	DU.P-call	AUX.M	younger_sister(F)	younger_sister(F),"They arrived. They slept. He called his younger sister. ""Sister, Sister.""",,jama1261a,WORD_ALIGNED,"{""PL"": ""plural"", ""AUX"": ""auxiliary"", ""SG"": ""singular"", ""POSS"": ""possessor/possessor marker"", ""DU"": ""dual""}"
jama1261,02_Bahi_Siko,304,jama1261a-02_Bahi_Siko-a304,Hoo.,hoo,huh?,"""Huh?""",,jama1261a,WORD_ALIGNED,{}
jama1261,02_Bahi_Siko,305,jama1261a-02_Bahi_Siko-a305,Asima tikama mata.,asima	ti-ka-ma	mata,younger_sister(F)	2SG.S-come-back	for_now,"""Sister, come here a minute.""",,jama1261a,WORD_ALIGNED,"{""SG"": ""singular""}"
jama1261,02_Bahi_Siko,306,jama1261a-02_Bahi_Siko-a306,Owati timitibe.,o-ati	ti-mita-be,1SG.POSS-voice	2SG.S-hear-IMMED.F,"""Listen to me.""",,jama1261a,WORD_ALIGNED,"{""SG"": ""singular"", ""POSS"": ""possessor/possessor marker"", ""IMMED"": ""immediate""}"
